As of,Rank,Last_Week_Rank,Title,Type_of_Film,Netflix_Exclusive,Netflix_Release_Date,Days_In_Top_10,Viewership_Score
5/7/20,9,-,Den of Thieves,Movie,,1-May-20,5,18
5/7/20,10,-,All Day and a Night,Movie,Yes,1-May-20,6,27
5/8/20,1,3,Outer Banks,TV Show,Yes,15-Apr-20,23,196
5/8/20,2,-,Hollywood,TV Show,Yes,1-May-20,6,48
5/8/20,3,-,Becoming,Movie,Yes,6-May-20,2,14
5/8/20,4,-,Workin____ Moms,TV Show,Yes,22-Feb-19,2,11
5/8/20,5,-,Jerry Seinfeld: 23 Hours to__,Stand-Up Comedy,Yes,5-May-20,3,19
5/8/20,6,1,Never Have I Ever,TV Show,Yes,27-Apr-20,11,83
5/8/20,7,-,Den of Thieves,Movie,,1-May-20,6,22
5/8/20,8,-,Arctic Dogs,Movie,,4-May-20,4,17
5/8/20,9,2,Dangerous Lies,Movie,Yes,30-Apr-20,8,62
5/8/20,10,9,Ozark,TV Show,Yes,21-Jul-17,37,247
5/9/20,1,-,Dead to Me,TV Show,Yes,3-May-19,1,10
5/9/20,2,3,Outer Banks,TV Show,Yes,15-Apr-20,24,205
5/9/20,3,-,Hollywood,TV Show,Yes,1-May-20,7,56
5/9/20,4,-,Workin____ Moms,TV Show,Yes,22-Feb-19,3,18
5/9/20,5,-,Becoming,Movie,Yes,6-May-20,3,20
5/9/20,6,-,Sleepless,Movie,,9-May-20,1,5
5/9/20,7,2,Never Have I Ever,TV Show,Yes,27-Apr-20,12,87
5/9/20,8,-,Jerry Seinfeld: 23 Hours to__,Stand-Up Comedy,Yes,5-May-20,4,22
5/9/20,9,-,Den of Thieves,Movie,,1-May-20,7,24
5/9/20,10,-,Too Hot to Handle,TV Show,Yes,17-Apr-20,15,88
5/10/20,1,-,Dead to Me,TV Show,Yes,3-May-19,2,20
5/10/20,2,3,Outer Banks,TV Show,Yes,15-Apr-20,25,214
5/10/20,3,-,Sleepless,Movie,,9-May-20,2,13
5/10/20,4,6,Hollywood,TV Show,Yes,1-May-20,8,63
5/10/20,5,-,Becoming,Movie,Yes,6-May-20,4,26
5/10/20,6,-,Workin____ Moms,TV Show,Yes,22-Feb-19,4,23
5/10/20,7,7,Den of Thieves,Movie,,1-May-20,8,28
5/10/20,8,-,Jerry Seinfeld: 23 Hours to__,Stand-Up Comedy,Yes,5-May-20,5,25
5/10/20,9,4,Extraction,Movie,Yes,24-Apr-20,13,93
5/10/20,10,2,Never Have I Ever,TV Show,Yes,27-Apr-20,13,88
5/11/20,1,-,Dead to Me,TV Show,Yes,3-May-19,3,30
5/11/20,2,2,Outer Banks,TV Show,Yes,15-Apr-20,26,223
5/11/20,3,-,John Henry,Movie,,9-May-20,1,8
5/11/20,4,-,Sleepless,Movie,,9-May-20,3,20
5/11/20,5,3,Hollywood,TV Show,Yes,1-May-20,9,69
5/11/20,6,-,Becoming,Movie,Yes,6-May-20,5,31
5/11/20,7,6,Extraction,Movie,Yes,24-Apr-20,14,97
5/11/20,8,7,Den of Thieves,Movie,,1-May-20,9,31
5/11/20,9,-,Workin____ Moms,TV Show,Yes,22-Feb-19,5,25
5/11/20,10,-,Ozark,TV Show,Yes,21-Jul-17,38,248
5/12/20,1,-,Dead to Me,TV Show,Yes,3-May-19,4,40
5/12/20,2,-,John Henry,Movie,,9-May-20,2,17
5/12/20,3,1,Outer Banks,TV Show,Yes,15-Apr-20,27,231
5/12/20,4,-,Sleepless,Movie,,9-May-20,4,27
5/12/20,5,3,Hollywood,TV Show,Yes,1-May-20,10,75
5/12/20,6,-,Grey_____ Anatomy,TV Show,,15-Sep-14,1,5
5/12/20,7,-,Ozark,TV Show,Yes,21-Jul-17,39,252
5/12/20,8,-,Workin____ Moms,TV Show,Yes,22-Feb-19,6,28
5/12/20,9,4,Never Have I Ever,TV Show,Yes,27-Apr-20,14,90
5/12/20,10,9,The Last Kingdom,TV Show,,10-Jul-16,11,43
5/13/20,1,-,Dead to Me,TV Show,Yes,3-May-19,5,50
5/13/20,2,-,John Henry,Movie,,9-May-20,3,26
5/13/20,3,1,Outer Banks,TV Show,Yes,15-Apr-20,28,239
5/13/20,4,-,Sleepless,Movie,,9-May-20,5,34
5/13/20,5,-,Have a Good Trip: Adventure__,Movie,Yes,11-May-20,1,6
5/13/20,6,-,Grey_____ Anatomy,TV Show,,15-Sep-14,2,10
5/13/20,7,-,Trial by Media,TV Show,Yes,11-May-20,1,4
5/13/20,8,2,Hollywood,TV Show,Yes,1-May-20,11,78
5/13/20,9,-,Ozark,TV Show,Yes,21-Jul-17,40,254
5/13/20,10,-,House at the End of the Street,Movie,,8-May-13,1,1
5/14/20,1,-,Dead to Me,TV Show,Yes,3-May-19,6,60
5/14/20,2,-,The Wrong Missy,Movie,Yes,13-May-20,1,9
5/14/20,3,1,Outer Banks,TV Show,Yes,15-Apr-20,29,247
5/14/20,4,-,John Henry,Movie,,9-May-20,4,33
5/14/20,5,-,Trial by Media,TV Show,Yes,11-May-20,2,10
5/14/20,6,-,Have a Good Trip: Adventure__,Movie,Yes,11-May-20,2,11
5/14/20,7,-,Grey_____ Anatomy,TV Show,,15-Sep-14,3,14
5/14/20,8,-,Sleepless,Movie,,9-May-20,6,37
5/14/20,9,-,Ozark,TV Show,Yes,21-Jul-17,41,256
5/14/20,10,2,Hollywood,TV Show,Yes,1-May-20,12,79
5/15/20,1,-,The Wrong Missy,Movie,Yes,13-May-20,2,19
5/15/20,2,-,Dead to Me,TV Show,Yes,3-May-19,7,69
5/15/20,3,-,Riverdale,TV Show,,19-May-17,1,8
5/15/20,4,1,Outer Banks,TV Show,Yes,15-Apr-20,30,254
5/15/20,5,-,John Henry,Movie,,9-May-20,5,39
5/15/20,6,-,Trial by Media,TV Show,Yes,11-May-20,3,15
5/15/20,7,-,Grey_____ Anatomy,TV Show,,15-Sep-14,4,18
5/15/20,8,10,Ozark,TV Show,Yes,21-Jul-17,42,259
5/15/20,9,-,Have a Good Trip: Adventure__,Movie,Yes,11-May-20,3,13
5/15/20,10,2,Hollywood,TV Show,Yes,1-May-20,13,80
5/16/20,1,-,The Wrong Missy,Movie,Yes,13-May-20,3,29
5/16/20,2,1,Dead to Me,TV Show,Yes,3-May-19,8,78
5/16/20,3,-,Riverdale,TV Show,,19-May-17,2,16
5/16/20,4,2,Outer Banks,TV Show,Yes,15-Apr-20,31,261
5/16/20,5,-,White Lines,TV Show,Yes,15-May-20,1,6
5/16/20,6,-,John Henry,Movie,,9-May-20,6,44
5/16/20,7,-,Trial by Media,TV Show,Yes,11-May-20,4,19
5/16/20,8,-,Grey_____ Anatomy,TV Show,,15-Sep-14,5,21
5/16/20,9,-,Ozark,TV Show,Yes,21-Jul-17,43,261
5/16/20,10,-,Have a Good Trip: Adventure__,Movie,Yes,11-May-20,4,14
5/17/20,1,-,The Wrong Missy,Movie,Yes,13-May-20,4,39
5/17/20,2,1,Dead to Me,TV Show,Yes,3-May-19,9,87
5/17/20,3,-,Riverdale,TV Show,,19-May-17,3,24
5/17/20,4,-,White Lines,TV Show,Yes,15-May-20,2,13
5/17/20,5,2,Outer Banks,TV Show,Yes,15-Apr-20,32,267
5/17/20,6,-,Public Enemies,Movie,,16-May-20,1,5
5/17/20,7,-,John Henry,Movie,,9-May-20,7,48
5/17/20,8,-,Magic for Humans,TV Show,Yes,17-Aug-18,1,3
5/17/20,9,-,Trial by Media,TV Show,Yes,11-May-20,5,21
5/17/20,10,-,Have a Good Trip: Adventure__,Movie,Yes,11-May-20,5,15
5/18/20,1,-,The Wrong Missy,Movie,Yes,13-May-20,5,49
5/18/20,2,1,Dead to Me,TV Show,Yes,3-May-19,10,96
5/18/20,3,-,Riverdale,TV Show,,19-May-17,4,32
5/18/20,4,-,Public Enemies,Movie,,16-May-20,2,12
5/18/20,5,-,White Lines,TV Show,Yes,15-May-20,3,19
5/18/20,6,2,Outer Banks,TV Show,Yes,15-Apr-20,33,272
5/18/20,7,-,Soul Surfer,Movie,,17-May-20,1,4
5/18/20,8,-,Magic for Humans,TV Show,Yes,17-Aug-18,2,6
5/18/20,9,3,John Henry,Movie,,9-May-20,8,50
5/18/20,10,-,Trial by Media,TV Show,Yes,11-May-20,6,22
5/19/20,1,-,Avatar: The Last Airbender,TV Show,,15-May-20,1,10
5/19/20,2,-,The Wrong Missy,Movie,Yes,13-May-20,6,58
5/19/20,3,-,Riverdale,TV Show,,19-May-17,5,40
5/19/20,4,1,Dead to Me,TV Show,Yes,3-May-19,11,103
5/19/20,5,-,Soul Surfer,Movie,,17-May-20,2,10
5/19/20,6,-,White Lines,TV Show,Yes,15-May-20,4,24
5/19/20,7,3,Outer Banks,TV Show,Yes,15-Apr-20,34,276
5/19/20,8,-,Public Enemies,Movie,,16-May-20,3,15
5/19/20,9,-,Magic for Humans,TV Show,Yes,17-Aug-18,3,8
5/19/20,10,7,Ozark,TV Show,Yes,21-Jul-17,44,262
5/20/20,1,-,Avatar: The Last Airbender,TV Show,,15-May-20,2,20
5/20/20,2,-,The Wrong Missy,Movie,Yes,13-May-20,7,67
5/20/20,3,-,Riverdale,TV Show,,19-May-17,6,48
5/20/20,4,1,Dead to Me,TV Show,Yes,3-May-19,12,110
5/20/20,5,-,Sweet Magnolias,TV Show,Yes,19-May-20,1,6
5/20/20,6,-,White Lines,TV Show,Yes,15-May-20,5,29
5/20/20,7,3,Outer Banks,TV Show,Yes,15-Apr-20,35,280
5/20/20,8,-,Soul Surfer,Movie,,17-May-20,3,13
5/20/20,9,-,Public Enemies,Movie,,16-May-20,4,17
5/20/20,10,-,Magic for Humans,TV Show,Yes,17-Aug-18,4,9
5/21/20,1,-,Avatar: The Last Airbender,TV Show,,15-May-20,3,30
5/21/20,2,-,Sweet Magnolias,TV Show,Yes,19-May-20,2,15
5/21/20,3,-,Riverdale,TV Show,,19-May-17,7,56
5/21/20,4,1,Dead to Me,TV Show,Yes,3-May-19,13,117
5/21/20,5,2,The Wrong Missy,Movie,Yes,13-May-20,8,73
5/21/20,6,-,The Flash,TV Show,,6-Oct-15,1,5
5/21/20,7,-,White Lines,TV Show,Yes,15-May-20,6,33
5/21/20,8,3,Outer Banks,TV Show,Yes,15-Apr-20,36,283
5/21/20,9,-,Soul Surfer,Movie,,17-May-20,4,15
5/21/20,10,-,Public Enemies,Movie,,16-May-20,5,18
5/22/20,1,-,Avatar: The Last Airbender,TV Show,,15-May-20,4,40
5/22/20,2,-,Sweet Magnolias,TV Show,Yes,19-May-20,3,24
5/22/20,3,3,Riverdale,TV Show,,19-May-17,8,64
5/22/20,4,2,Dead to Me,TV Show,Yes,3-May-19,14,124
5/22/20,5,1,The Wrong Missy,Movie,Yes,13-May-20,9,79
5/22/20,6,-,The Flash,TV Show,,6-Oct-15,2,10
5/22/20,7,-,White Lines,TV Show,Yes,15-May-20,7,37
5/22/20,8,4,Outer Banks,TV Show,Yes,15-Apr-20,37,286
5/22/20,9,-,Soul Surfer,Movie,,17-May-20,5,17
5/22/20,10,-,Public Enemies,Movie,,16-May-20,6,19
5/23/20,1,-,Avatar: The Last Airbender,TV Show,,15-May-20,5,50
5/23/20,2,-,Sweet Magnolias,TV Show,Yes,19-May-20,4,33
5/23/20,3,-,The Lovebirds,Movie,Yes,22-May-20,1,8
5/23/20,4,3,Riverdale,TV Show,,19-May-17,9,71
5/23/20,5,2,Dead to Me,TV Show,Yes,3-May-19,15,130
5/23/20,6,1,The Wrong Missy,Movie,Yes,13-May-20,10,84
5/23/20,7,-,The Flash,TV Show,,6-Oct-15,3,14
5/23/20,8,5,White Lines,TV Show,Yes,15-May-20,8,40
5/23/20,9,4,Outer Banks,TV Show,Yes,15-Apr-20,38,288
5/23/20,10,-,Just Go With It,Movie,,22-May-20,1,1
5/24/20,1,-,Sweet Magnolias,TV Show,Yes,19-May-20,5,43
5/24/20,2,-,Avatar: The Last Airbender,TV Show,,15-May-20,6,59
5/24/20,3,-,The Lovebirds,Movie,Yes,22-May-20,2,16
5/24/20,4,1,The Wrong Missy,Movie,Yes,13-May-20,11,91
5/24/20,5,-,Just Go With It,Movie,,22-May-20,2,7
5/24/20,6,2,Dead to Me,TV Show,Yes,3-May-19,16,135
5/24/20,7,-,The Flash,TV Show,,6-Oct-15,4,18
5/24/20,8,3,Riverdale,TV Show,,19-May-17,10,74
5/24/20,9,4,White Lines,TV Show,Yes,15-May-20,9,42
5/24/20,10,5,Outer Banks,TV Show,Yes,15-Apr-20,39,289
5/25/20,1,-,Sweet Magnolias,TV Show,Yes,19-May-20,6,53
5/25/20,2,-,Avatar: The Last Airbender,TV Show,,15-May-20,7,68
5/25/20,3,-,The Lovebirds,Movie,Yes,22-May-20,3,24
5/25/20,4,1,The Wrong Missy,Movie,Yes,13-May-20,12,98
5/25/20,5,-,Just Go With It,Movie,,22-May-20,3,13
5/25/20,6,2,Dead to Me,TV Show,Yes,3-May-19,17,140
5/25/20,7,-,The Flash,TV Show,,6-Oct-15,5,22
5/25/20,8,-,History 101,TV Show,Yes,22-May-20,1,3
5/25/20,9,3,Riverdale,TV Show,,19-May-17,11,76
5/25/20,10,5,White Lines,TV Show,Yes,15-May-20,10,43
5/26/20,1,-,Sweet Magnolias,TV Show,Yes,19-May-20,7,63
5/26/20,2,1,Avatar: The Last Airbender,TV Show,,15-May-20,8,77
5/26/20,3,-,Uncut Gems,Movie,,25-May-20,1,8
5/26/20,4,-,The Lovebirds,Movie,Yes,22-May-20,4,31
5/26/20,5,-,History 101,TV Show,Yes,22-May-20,2,9
5/26/20,6,-,Just Go With It,Movie,,22-May-20,4,18
5/26/20,7,2,The Wrong Missy,Movie,Yes,13-May-20,13,102
5/26/20,8,4,Dead to Me,TV Show,Yes,3-May-19,18,143
5/26/20,9,3,Riverdale,TV Show,,19-May-17,12,78
5/26/20,10,-,The Flash,TV Show,,6-Oct-15,6,23
5/27/20,1,-,Uncut Gems,Movie,,25-May-20,2,18
5/27/20,2,5,Sweet Magnolias,TV Show,Yes,19-May-20,8,72
5/27/20,3,1,Avatar: The Last Airbender,TV Show,,15-May-20,9,85
5/27/20,4,-,History 101,TV Show,Yes,22-May-20,3,16
5/27/20,5,-,Just Go With It,Movie,,22-May-20,5,24
5/27/20,6,4,Dead to Me,TV Show,Yes,3-May-19,19,148
5/27/20,7,3,Riverdale,TV Show,,19-May-17,13,82
5/27/20,8,-,The Lovebirds,Movie,Yes,22-May-20,5,34
5/27/20,9,-,The Flash,TV Show,,6-Oct-15,7,25
5/27/20,10,2,The Wrong Missy,Movie,Yes,13-May-20,14,103
5/28/20,1,-,Jeffrey Epstein: Filthy Rich,TV Show,Yes,27-May-20,1,10
5/28/20,2,-,Uncut Gems,Movie,,25-May-20,3,27
5/28/20,3,2,Sweet Magnolias,TV Show,Yes,19-May-20,9,80
5/28/20,4,1,Avatar: The Last Airbender,TV Show,,15-May-20,10,92
5/28/20,5,4,Dead to Me,TV Show,Yes,3-May-19,20,154
5/28/20,6,3,Riverdale,TV Show,,19-May-17,14,87
5/28/20,7,-,History 101,TV Show,Yes,22-May-20,4,20
5/28/20,8,-,Just Go With It,Movie,,22-May-20,6,27
5/28/20,9,6,The Flash,TV Show,,6-Oct-15,8,27
5/28/20,10,-,The Lovebirds,Movie,Yes,22-May-20,6,35
5/29/20,1,-,Jeffrey Epstein: Filthy Rich,TV Show,Yes,27-May-20,2,20
5/29/20,2,-,Uncut Gems,Movie,,25-May-20,4,36
5/29/20,3,2,Sweet Magnolias,TV Show,Yes,19-May-20,10,88
5/29/20,4,1,Avatar: The Last Airbender,TV Show,,15-May-20,11,99
5/29/20,5,4,Dead to Me,TV Show,Yes,3-May-19,21,160
5/29/20,6,3,Riverdale,TV Show,,19-May-17,15,92
5/29/20,7,-,History 101,TV Show,Yes,22-May-20,5,24
5/29/20,8,6,The Flash,TV Show,,6-Oct-15,9,30
5/29/20,9,-,Just Go With It,Movie,,22-May-20,7,29
5/29/20,10,8,Outer Banks,TV Show,Yes,15-Apr-20,40,290
5/30/20,1,-,Space Force,TV Show,Yes,29-May-20,1,10
5/30/20,2,-,Jeffrey Epstein: Filthy Rich,TV Show,Yes,27-May-20,3,29
5/30/20,3,-,Uncut Gems,Movie,,25-May-20,5,44
5/30/20,4,2,Sweet Magnolias,TV Show,Yes,19-May-20,11,95
5/30/20,5,1,Avatar: The Last Airbender,TV Show,,15-May-20,12,105
5/30/20,6,5,Dead to Me,TV Show,Yes,3-May-19,22,165
5/30/20,7,4,Riverdale,TV Show,,19-May-17,16,96
5/30/20,8,7,The Flash,TV Show,,6-Oct-15,10,33
5/30/20,9,10,Just Go With It,Movie,,22-May-20,8,31
5/30/20,10,-,History 101,TV Show,Yes,22-May-20,6,25
5/31/20,1,-,Space Force,TV Show,Yes,29-May-20,2,20
5/31/20,2,-,Jeffrey Epstein: Filthy Rich,TV Show,Yes,27-May-20,4,38
5/31/20,3,-,Uncut Gems,Movie,,25-May-20,6,52
5/31/20,4,1,Sweet Magnolias,TV Show,Yes,19-May-20,12,102
5/31/20,5,2,Avatar: The Last Airbender,TV Show,,15-May-20,13,111
5/31/20,6,6,Dead to Me,TV Show,Yes,3-May-19,23,170
5/31/20,7,5,Just Go With It,Movie,,22-May-20,9,35
5/31/20,8,8,Riverdale,TV Show,,19-May-17,17,99
5/31/20,9,7,The Flash,TV Show,,6-Oct-15,11,35
5/31/20,10,-,History 101,TV Show,Yes,22-May-20,7,26
6/1/20,1,-,Space Force,TV Show,Yes,29-May-20,3,30
6/1/20,2,-,Jeffrey Epstein: Filthy Rich,TV Show,Yes,27-May-20,5,47
6/1/20,3,1,Sweet Magnolias,TV Show,Yes,19-May-20,13,110
6/1/20,4,-,Uncut Gems,Movie,,25-May-20,7,59
6/1/20,5,2,Avatar: The Last Airbender,TV Show,,15-May-20,14,117
6/1/20,6,6,Dead to Me,TV Show,Yes,3-May-19,24,175
6/1/20,7,9,Riverdale,TV Show,,19-May-17,18,103
6/1/20,8,5,Just Go With It,Movie,,22-May-20,10,38
6/1/20,9,8,History 101,TV Show,Yes,22-May-20,8,28
6/1/20,10,7,The Flash,TV Show,,6-Oct-15,12,36
6/2/20,1,-,Space Force,TV Show,Yes,29-May-20,4,40
6/2/20,2,-,Jeffrey Epstein: Filthy Rich,TV Show,Yes,27-May-20,6,56
6/2/20,3,1,Sweet Magnolias,TV Show,Yes,19-May-20,14,118
6/2/20,4,2,Avatar: The Last Airbender,TV Show,,15-May-20,15,124
6/2/20,5,3,Uncut Gems,Movie,,25-May-20,8,65
6/2/20,6,9,Riverdale,TV Show,,19-May-17,19,108
6/2/20,7,8,Dead to Me,TV Show,Yes,3-May-19,25,179
6/2/20,8,-,The Healer,Movie,,1-Jun-20,1,3
6/2/20,9,10,The Flash,TV Show,,6-Oct-15,13,38
6/2/20,10,-,Outer Banks,TV Show,Yes,15-Apr-20,41,291
6/3/20,1,-,Space Force,TV Show,Yes,29-May-20,5,50
6/3/20,2,-,Jeffrey Epstein: Filthy Rich,TV Show,Yes,27-May-20,7,65
6/3/20,3,-,Fuller House,TV Show,Yes,26-Feb-16,1,8
6/3/20,4,2,Sweet Magnolias,TV Show,Yes,19-May-20,15,125
6/3/20,5,3,Avatar: The Last Airbender,TV Show,,15-May-20,16,130
6/3/20,6,-,The Healer,Movie,,1-Jun-20,2,8
6/3/20,7,-,The Help,Movie,,1-Jun-20,1,4
6/3/20,8,-,Clueless,Movie,,1-Jan-14,1,3
6/3/20,9,1,Uncut Gems,Movie,,25-May-20,9,67
6/3/20,10,7,Riverdale,TV Show,,19-May-17,20,109
6/4/20,1,-,Space Force,TV Show,Yes,29-May-20,6,60
6/4/20,2,1,Jeffrey Epstein: Filthy Rich,TV Show,Yes,27-May-20,8,74
6/4/20,3,-,Fuller House,TV Show,Yes,26-Feb-16,2,16
6/4/20,4,3,Sweet Magnolias,TV Show,Yes,19-May-20,16,132
6/4/20,5,4,Avatar: The Last Airbender,TV Show,,15-May-20,17,136
6/4/20,6,-,The Help,Movie,,1-Jun-20,2,9
6/4/20,7,-,The Healer,Movie,,1-Jun-20,3,12
6/4/20,8,-,Clueless,Movie,,1-Jan-14,2,6
6/4/20,9,2,Uncut Gems,Movie,,25-May-20,10,69
6/4/20,10,6,Riverdale,TV Show,,19-May-17,21,110
6/5/20,1,-,Space Force,TV Show,Yes,29-May-20,7,70
6/5/20,2,1,Jeffrey Epstein: Filthy Rich,TV Show,Yes,27-May-20,9,83
6/5/20,3,-,Fuller House,TV Show,Yes,26-Feb-16,3,24
6/5/20,4,3,Sweet Magnolias,TV Show,Yes,19-May-20,17,139
6/5/20,5,-,The Help,Movie,,1-Jun-20,3,15
6/5/20,6,4,Avatar: The Last Airbender,TV Show,,15-May-20,18,141
6/5/20,7,-,Clueless,Movie,,1-Jan-14,3,10
6/5/20,8,-,The Healer,Movie,,1-Jun-20,4,15
6/5/20,9,-,Cloudy with a Chance of Mea__,Movie,,2-Dec-18,1,2
6/5/20,10,6,Riverdale,TV Show,,19-May-17,22,111
6/6/20,1,-,13 Reasons Why,TV Show,Yes,31-Mar-17,1,10
6/6/20,2,1,Space Force,TV Show,Yes,29-May-20,8,79
6/6/20,3,2,Jeffrey Epstein: Filthy Rich,TV Show,Yes,27-May-20,10,91
6/6/20,4,-,Fuller House,TV Show,Yes,26-Feb-16,4,31
6/6/20,5,-,The Last Days of American C__,Movie,Yes,5-Jun-20,1,6
6/6/20,6,-,Cloudy with a Chance of Mea__,Movie,,2-Dec-18,2,7
6/6/20,7,5,Avatar: The Last Airbender,TV Show,,15-May-20,19,145
6/6/20,8,4,Sweet Magnolias,TV Show,Yes,19-May-20,18,142
6/6/20,9,-,The Help,Movie,,1-Jun-20,4,17
6/6/20,10,-,Clueless,Movie,,1-Jan-14,4,11
6/7/20,1,-,13 Reasons Why,TV Show,Yes,31-Mar-17,2,20
6/7/20,2,1,Space Force,TV Show,Yes,29-May-20,9,88
6/7/20,3,-,The Last Days of American C__,Movie,Yes,5-Jun-20,2,14
6/7/20,4,2,Jeffrey Epstein: Filthy Rich,TV Show,Yes,27-May-20,11,98
6/7/20,5,-,Fuller House,TV Show,Yes,26-Feb-16,5,37
6/7/20,6,-,Queer Eye,TV Show,Yes,7-Feb-18,1,5
6/7/20,7,-,Cloudy with a Chance of Mea__,Movie,,2-Dec-18,3,11
6/7/20,8,5,Avatar: The Last Airbender,TV Show,,15-May-20,20,148
6/7/20,9,-,The Help,Movie,,1-Jun-20,5,19
6/7/20,10,4,Sweet Magnolias,TV Show,Yes,19-May-20,19,143
6/8/20,1,-,13 Reasons Why,TV Show,Yes,31-Mar-17,3,30
6/8/20,2,1,Space Force,TV Show,Yes,29-May-20,10,97
6/8/20,3,-,The Last Days of American C__,Movie,Yes,5-Jun-20,3,22
6/8/20,4,-,365 Days,Movie,Yes,7-Jul-20,1,7
6/8/20,5,2,Jeffrey Epstein: Filthy Rich,TV Show,Yes,27-May-20,12,104
6/8/20,6,-,Queer Eye,TV Show,Yes,7-Feb-18,2,10
6/8/20,7,-,Fuller House,TV Show,Yes,26-Feb-16,6,41
6/8/20,8,-,Cloudy with a Chance of Mea__,Movie,,2-Dec-18,4,14
6/8/20,9,-,The Help,Movie,,1-Jun-20,6,21
6/8/20,10,5,Avatar: The Last Airbender,TV Show,,15-May-20,21,149
6/9/20,1,-,13 Reasons Why,TV Show,Yes,31-Mar-17,4,40
6/9/20,2,-,365 Days,Movie,Yes,7-Jul-20,2,16
6/9/20,3,1,Space Force,TV Show,Yes,29-May-20,11,105
6/9/20,4,2,Jeffrey Epstein: Filthy Rich,TV Show,Yes,27-May-20,13,111
6/9/20,5,-,Queer Eye,TV Show,Yes,7-Feb-18,3,16
6/9/20,6,-,Fuller House,TV Show,Yes,26-Feb-16,7,46
6/9/20,7,-,The Last Days of American C__,Movie,Yes,5-Jun-20,4,26
6/9/20,8,-,Cloudy with a Chance of Mea__,Movie,,2-Dec-18,5,17
6/9/20,9,4,Avatar: The Last Airbender,TV Show,,15-May-20,22,151
6/9/20,10,-,Queen of the South,TV Show,,9-May-17,1,1
6/10/20,1,-,13 Reasons Why,TV Show,Yes,31-Mar-17,5,50
6/10/20,2,-,365 Days,Movie,Yes,7-Jul-20,3,25
6/10/20,3,1,Space Force,TV Show,Yes,29-May-20,12,113
6/10/20,4,2,Jeffrey Epstein: Filthy Rich,TV Show,Yes,27-May-20,14,118
6/10/20,5,-,Queer Eye,TV Show,Yes,7-Feb-18,4,22
6/10/20,6,3,Fuller House,TV Show,Yes,26-Feb-16,8,51
6/10/20,7,-,The Last Days of American C__,Movie,Yes,5-Jun-20,5,30
6/10/20,8,-,Cloudy with a Chance of Mea__,Movie,,2-Dec-18,6,20
6/10/20,9,5,Avatar: The Last Airbender,TV Show,,15-May-20,23,153
6/10/20,10,-,Queen of the South,TV Show,,9-May-17,2,2
6/11/20,1,-,13 Reasons Why,TV Show,Yes,31-Mar-17,6,60
6/11/20,2,-,365 Days,Movie,Yes,7-Jul-20,4,34
6/11/20,3,1,Space Force,TV Show,Yes,29-May-20,13,121
6/11/20,4,2,Jeffrey Epstein: Filthy Rich,TV Show,Yes,27-May-20,15,125
6/11/20,5,-,Queer Eye,TV Show,Yes,7-Feb-18,5,28
6/11/20,6,3,Fuller House,TV Show,Yes,26-Feb-16,9,56
6/11/20,7,5,Avatar: The Last Airbender,TV Show,,15-May-20,24,157
6/11/20,8,-,Cloudy with a Chance of Mea__,Movie,,2-Dec-18,7,23
6/11/20,9,-,Queen of the South,TV Show,,9-May-17,3,4
6/11/20,10,-,The Last Days of American C__,Movie,Yes,5-Jun-20,6,31
6/12/20,1,-,13 Reasons Why,TV Show,Yes,31-Mar-17,7,70
6/12/20,2,-,365 Days,Movie,Yes,7-Jul-20,5,43
6/12/20,3,1,Space Force,TV Show,Yes,29-May-20,14,129
6/12/20,4,2,Jeffrey Epstein: Filthy Rich,TV Show,Yes,27-May-20,16,132
6/12/20,5,-,Queer Eye,TV Show,Yes,7-Feb-18,6,34
6/12/20,6,6,Avatar: The Last Airbender,TV Show,,15-May-20,25,162
6/12/20,7,3,Fuller House,TV Show,Yes,26-Feb-16,10,60
6/12/20,8,9,Cloudy with a Chance of Mea__,Movie,,2-Dec-18,8,26
6/12/20,9,-,Queen of the South,TV Show,,9-May-17,4,6
6/12/20,10,-,Hannibal,TV Show,,5-Jun-20,1,1
6/13/20,1,-,365 Days,Movie,Yes,7-Jul-20,6,53
6/13/20,2,1,13 Reasons Why,TV Show,Yes,31-Mar-17,8,79
6/13/20,3,-,Da 5 Bloods,Movie,Yes,12-Jun-20,1,8
6/13/20,4,2,Space Force,TV Show,Yes,29-May-20,15,136
6/13/20,5,-,Pok___mon Journeys: The Series,TV Show,Yes,12-Jun-20,1,6
6/13/20,6,-,F is for Family,TV Show,Yes,18-Dec-15,1,5
6/13/20,7,3,Jeffrey Epstein: Filthy Rich,TV Show,Yes,27-May-20,17,136
6/13/20,8,7,Avatar: The Last Airbender,TV Show,,15-May-20,26,165
6/13/20,9,-,Queer Eye,TV Show,Yes,7-Feb-18,7,36
6/13/20,10,4,Fuller House,TV Show,Yes,26-Feb-16,11,61
6/14/20,1,-,Da 5 Bloods,Movie,Yes,12-Jun-20,2,18
6/14/20,2,-,365 Days,Movie,Yes,7-Jul-20,7,62
6/14/20,3,1,13 Reasons Why,TV Show,Yes,31-Mar-17,9,87
6/14/20,4,-,Alexa & Katie,TV Show,Yes,23-Mar-18,1,7
6/14/20,5,2,Space Force,TV Show,Yes,29-May-20,16,142
6/14/20,6,-,F is for Family,TV Show,Yes,18-Dec-15,2,10
6/14/20,7,-,Pok___mon Journeys: The Series,TV Show,Yes,12-Jun-20,2,10
6/14/20,8,4,Jeffrey Epstein: Filthy Rich,TV Show,Yes,27-May-20,18,139
